country,msm_id,file_name,total_hop_pair_segments,cross_as_boundary_segments,intra_as_hop_pair_segments,country_fallback_segments,cross_as_boundary_coverage_rate,intra_as_hop_pair_share,country_fallback_share,unique_as_boundary_transitions,top1_as_boundary_transition_key,top1_as_boundary_transition_share,top2_as_boundary_transition_share,top3_as_boundary_transition_share,effective_as_boundary_transition_count,as_boundary_transition_concentration_tier,auditable_as_boundary_case,as_boundary_observation_sufficiency_reason,unique_probes,unique_probe_asns
AE,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,2,2,0,0,1.0,0.0,0.0,1,8966->5384,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1
AU,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,10,4,3,3,0.4,0.3,0.3,2,18390->42,0.5,1.0,1.0,2.0,moderate_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2
CA,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,32,8,22,2,0.25,0.6875,0.0625,1,6509->101,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes",4,3
CN,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,23,23,0,0,1.0,0.0,0.0,1,9808->58453,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,insufficient_minimum_mappable_segments,13,4
CW,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,3,2,1,0,0.6666666666666666,0.3333333333333333,0.0,1,23520->13335,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2
CY,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,7,4,3,0,0.5714285714285714,0.42857142857142855,0.0,1,5504->1299,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1
DO,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,6,2,4,0,0.3333333333333333,0.6666666666666666,0.0,1,64126->13335,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
ES,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,9,2,7,0,0.2222222222222222,0.7777777777777778,0.0,1,3352->12956,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
FJ,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,4,2,2,0,0.5,0.5,0.0,1,24390->7575,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
HN,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,11,7,4,0,0.6363636363636364,0.36363636363636365,0.0,1,263725->54082,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes",4,3
KY,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,2,2,0,0,1.0,0.0,0.0,1,36549->3855,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
MT,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,4,4,0,0,1.0,0.0,0.0,1,15735->1299,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1
MV,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,20,5,0,15,0.25,0.0,0.75,2,7642->13335,0.6,1.0,1.0,1.9601317042077895,moderate_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes",3,3
MX,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,2,2,0,0,1.0,0.0,0.0,1,265539->23520,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
NO,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,92,6,70,16,0.06521739130434782,0.7608695652173914,0.17391304347826086,2,49409->57829,0.6666666666666666,1.0,1.0,1.8898815748423097,moderate_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",3,2
NU,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,2,2,0,0,1.0,0.0,0.0,1,55885->38800,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,0
PE,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,2,2,0,0,1.0,0.0,0.0,1,3356->3549,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2
PH,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,49,10,30,9,0.20408163265306123,0.6122448979591837,0.1836734693877551,5,137818->132021,0.2,0.4,0.6000000000000001,5.000000000000001,broad_as_boundary_transition_distribution,False,"insufficient_minimum_mappable_segments,minimum_unique_probes",4,4
PR,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,4,4,0,0,1.0,0.0,0.0,2,5786->20080,0.5,1.0,1.0,2.0,moderate_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1
PT,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,2,2,0,0,1.0,0.0,0.0,1,2860->13335,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
SE,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,104,2,76,26,0.019230769230769232,0.7307692307692307,0.25,1,8434->29518,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,0
SG,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,3,1,2,0,0.3333333333333333,0.6666666666666666,0.0,1,132132->45430,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
SN,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,2,2,0,0,1.0,0.0,0.0,1,8346->6453,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
TW,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,62,4,22,36,0.06451612903225806,0.3548387096774194,0.5806451612903226,2,21859->4229,0.5,1.0,1.0,2.0,moderate_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",3,1
US,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,43,3,36,4,0.06976744186046512,0.8372093023255814,0.09302325581395349,2,23520->13335,0.6666666666666666,1.0,1.0,1.8898815748423097,moderate_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,0
VN,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,2,1,1,0,0.5,0.5,0.0,1,7552->13335,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
