country,msm_id,file_name,total_mappable_segments,unique_network_transitions_observed,top1_network_transition_key,top1_network_transition_share,top2_network_transition_share,top3_network_transition_share,effective_network_transition_count,network_transition_concentration_tier,country_fallback_share,sufficient_network_transition_resolution,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,domestic_segment_share,international_segment_share
AE,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,3,2,8966->36236,0.6666666666666666,1.0,1.0,1.8898815748423097,moderate_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1,1.0,0.0
AL,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,4,1,6939->6939,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2,0.0,1.0
AU,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,128,19,1221->1221,0.5,0.640625,0.71875,6.854307844452317,broad_network_transition_distribution,0.0,True,True,auditable,,50,28,1.0,0.0
AX,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,2,1,3238->3238,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
BH,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,2,1,5416->36236,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
BR,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,7,3,2716->-1,0.42857142857142855,0.7142857142857142,1.0,2.941713421083178,weak_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",4,3,1.0,0.0
CA,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,97,7,852->3257,0.6185567010309279,0.7628865979381443,0.865979381443299,3.399975453978734,weak_network_transition_concentration,0.0,True,True,auditable,,48,10,0.0,1.0
CN,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,11,1,9808->58453,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",7,3,0.0,1.0
CO,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,9,4,13489->6762,0.3333333333333333,0.6666666666666666,0.8888888888888888,3.709079297755367,weak_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",7,6,0.0,1.0
CV,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,2,1,37575->6939,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
CW,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,13,2,23520->23520,0.6923076923076923,1.0,1.0,1.8538077549635301,moderate_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",9,6,0.0,1.0
CY,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,6,2,5504->1299,0.6666666666666666,1.0,1.0,1.8898815748423097,moderate_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",4,2,0.0,1.0
DK,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,22,4,2603->1299,0.5454545454545454,0.7272727272727273,0.9090909090909091,3.2172224873263437,weak_network_transition_concentration,0.0,True,False,insufficient_minimum_mappable_segments,minimum_mappable_segments,11,8,0.0,1.0
DO,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,2,1,23520->23520,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2,0.0,1.0
EE,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,49,4,1299->1299,0.3877551020408163,0.6326530612244898,0.8367346938775511,3.789122678410857,weak_network_transition_concentration,0.0,True,True,auditable,,25,13,0.0,1.0
ES,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,18,2,3356->3356,0.8333333333333334,1.0,1.0,1.5691925832141966,severe_network_transition_concentration,0.0,True,False,insufficient_minimum_mappable_segments,minimum_mappable_segments,15,5,0.16666666666666666,0.8333333333333334
FI,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,146,12,1299->1299,0.3082191780821918,0.5684931506849316,0.6643835616438356,7.354977623455764,broad_network_transition_distribution,0.0,True,True,auditable,,71,24,0.1643835616438356,0.8356164383561644
FJ,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,6,3,24390->7575,0.3333333333333333,0.6666666666666666,1.0,2.9999999999999996,weak_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",3,3,0.0,1.0
GH,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,7,2,37721->37721,0.7142857142857143,1.0,1.0,1.8189685116531733,moderate_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",4,3,0.0,1.0
GU,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,12,4,6939->6939,0.3333333333333333,0.6666666666666666,0.9166666666666666,3.618491900178948,weak_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",7,5,0.0,1.0
HK,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,7,4,58453->58453,0.42857142857142855,0.7142857142857142,0.8571428571428571,3.5859888270569544,weak_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",5,4,0.0,1.0
HN,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,19,4,263725->54082,0.42105263157894735,0.6842105263157894,0.894736842105263,3.5985610150933045,weak_network_transition_concentration,0.0,True,False,insufficient_minimum_mappable_segments,minimum_mappable_segments,10,6,0.0,1.0
ID,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,127,30,38158->38158,0.1732283464566929,0.26771653543307083,0.3307086614173228,20.962886142605583,broad_network_transition_distribution,0.0,True,True,auditable,,56,40,0.7007874015748031,0.2992125984251969
IN,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,139,5,9498->36236,0.460431654676259,0.7913669064748201,0.935251798561151,3.3262295832786877,weak_network_transition_concentration,0.0,True,True,auditable,,80,29,0.1510791366906475,0.8489208633093526
JP,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,2,1,6453->6453,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
KY,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,2,1,36549->3855,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
LC,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,2,1,23520->23520,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2,0.0,1.0
LK,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,17,5,18001->18001,0.7058823529411765,0.823529411764706,0.8823529411764707,2.7118060828289012,moderate_network_transition_concentration,0.0,True,False,insufficient_minimum_mappable_segments,minimum_mappable_segments,10,5,0.0,1.0
MM,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,4,1,136168->136168,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2,0.0,1.0
MP,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,2,1,7131->7131,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
MT,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,4,1,15735->1299,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2,0.0,1.0
MV,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,2,1,24016->45489,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
MX,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,4,1,265539->23520,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2,0.0,1.0
MY,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,6,2,45352->45352,0.6666666666666666,1.0,1.0,1.8898815748423097,moderate_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",3,3,0.8333333333333334,0.16666666666666666
NC,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,10,1,18200->36236,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",5,2,0.0,1.0
NG,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,22,6,37721->37721,0.4090909090909091,0.5909090909090909,0.7727272727272727,4.6564811575834435,broad_network_transition_distribution,0.0,True,False,insufficient_minimum_mappable_segments,minimum_mappable_segments,13,9,0.0,1.0
NO,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,81,7,29695->29695,0.5679012345679012,0.691358024691358,0.7901234567901234,4.107717835029436,broad_network_transition_distribution,0.0,True,True,auditable,,39,12,1.0,0.0
NU,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,2,1,55885->38800,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
NZ,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,219,12,64073->64073,0.5388127853881278,0.726027397260274,0.7899543378995433,4.780175256368508,broad_network_transition_distribution,0.0,True,True,auditable,,76,18,0.3881278538812785,0.6118721461187214
PA,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,2,1,11556->23520,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
PE,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,36,2,3356->3549,0.6111111111111112,1.0,1.0,1.9508174262050981,moderate_network_transition_concentration,0.0,True,True,auditable,,18,9,0.0,1.0
PG,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,2,1,17828->36236,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
PH,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,72,12,9299->9299,0.4166666666666667,0.5833333333333334,0.6944444444444444,6.630633105049669,broad_network_transition_distribution,0.0,True,True,auditable,,34,21,0.1388888888888889,0.8611111111111112
PR,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,6,3,23114->23114,0.3333333333333333,0.6666666666666666,1.0,2.9999999999999996,weak_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",3,3,0.0,1.0
PT,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,2,1,2860->6453,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1.0,0.0
PW,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,1,1,17893->140627,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
QA,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,2,1,8781->8781,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
SE,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,378,9,1299->1299,0.753968253968254,0.8862433862433863,0.9259259259259259,2.5041289931241346,moderate_network_transition_concentration,0.0,True,True,auditable,,182,68,1.0,0.0
SG,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,242,13,2914->2914,0.5371900826446281,0.6652892561983471,0.7644628099173554,5.069304238283374,broad_network_transition_distribution,0.0,True,True,auditable,,137,58,0.0,1.0
SL,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,2,1,329109->60171,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
SN,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,2,1,8346->6453,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
TH,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,3,1,38040->38040,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1,0.0,1.0
TO,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,2,1,24390->24390,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
TW,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,129,14,3462->-1,0.29457364341085274,0.43410852713178294,0.5581395348837209,9.052695344821924,broad_network_transition_distribution,0.0,True,True,auditable,,47,12,0.5426356589147286,0.4573643410852713
US,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,88,17,1299->1299,0.3522727272727273,0.48863636363636365,0.5681818181818182,9.870052857342769,broad_network_transition_distribution,0.0,True,True,auditable,,46,30,0.8863636363636364,0.11363636363636363
VI,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,4,1,14434->14434,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1,0.0,1.0
VN,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,2,1,7552->2914,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
ZA,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,2,1,37529->6939,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1.0,0.0
